text,rating,label
"It seems Amazon delivery times are never kept now.  For the last 4months the delivery promises has ceased to exist. It tells you a time slot b4 purchase, after you pay, it gives 3-5 day more than told prior to purchase.  Then.....it comes 2-5 days after that by keep telling you its running late.  90% of my purchases. packages seem to arrive late at night all of sudden too.  AMAZON is NO LONGER my reliable go to place.",2,0
"Never thought i would be giving Amazon 1 star, but they deserve it now! Sh!t delivery notifications, sh!t video service, but A REAL BAD CUSTOMER SERVICE! THAT IS FF_IN UP THE WHOLE AMAZONE EXPERIENCE!!!Promising 5eu as recomp for the 10th time not delivering on the date it says when ordering. After the idiot on the other side promised 5 eu, he/she (Biljana)  closed the chat with: one moment please and left and closed the FF-in chat!. A different one on chat: Same bullsh!t as the first one and ending with: Contact us after delivery to get your recomp....Thats not how customer service works when you guys keep FF-in up!THE ISSUE (what you can read back in a LOT of reviews): Delivery date is different then stated when ordering, so they are always lying. (i got the whole chat history!)Amazone is a perfect example of a company grown to much. ZERO QUALITY!Same goes for Primevideo, Look op movie 'HEIST'Some weird african movie will play instead of Heist. And Amazon does nothing while telling t",1,0
Amazon india the worst customer service company compared to amazon anywhere else in the world. Agents are bloody third class idiat. They know nothing and they will waste ur time understanding ur problem. Amazon india is selling duplicate products. They dont offer hassle free refunds. I purchased a table fountain from themAnd the day i opened the box it was defective. They agreed to pick up the unit the next day. As expected they did not and when contacted they put a status that customer refused to the deliver the product. Just see these idiat. Then when i contacted them they said investigation is on and it will take another 4 days to resolve the issue. After 4 days when in contacted these rascals they are saying that their investigation is complete and nothing is wrong and they cannot helpWith the refund. What should i say now? Just see their bloody service. They should be taken to court for cheating and fraud moral of the story do not i repeat do not buy expensive products from amazon,1,0
"I have never have problems with them, orders always come on or ahead of time in perfect condition.",5,1
Havnt had any issues in the last few weeks with amazon. Delivered earlier than scheduled. Drivers have all been polite and I've been happy with everything. I hadn't ordered in a while due to an issue with an order some time ago but they rectified that pretty quickly and since returning I've had nothing but good experiences with them.,5,1
"I have just purchased some items from amazon to be shipped to my overseas home, I used to think amazon was great for fast delivery however, my latest order has still to arrive and for love nor money I cannot get to an online section on the amazon site to cancel the order (I have given up waiting over 1 month for it to arrive).  
Come on amazon - just because you have shipped something and passed it onto the post office doesn't mean your responsibility ends there.  It is very frustrating to wait this long for 1 item and to not be able to do anything about it except wait.  
The message - be careful when shipping items outside US/UK as they pass items on to local post offices who are not always the quickest in the world - which is why we choose amazon to use someone like UPS or Fedex who will actually ship something on time!!  Cost saving in postage is a short term gain but not a long term gain for my repeated custom...",2,0
I love everything about Amazon.... need i say more,5,1
Amazon have helped me out when it comes to buying games and have been great help when it comes to my products going missing. They have either gave me a refund or replace the product free of charge.,4,1
"Treats employees terribly, awful payment design which makes you have to find the regular delivery option as the main page when purchasing tries to shove prime delivery in your face, artificial ""sales"" where Amazon claims to give £10 off and when looking at the prices every item seems suspiciously £10 more expensive meaning you are just paying what you would have payed originally and awfle packaging where flap of box could be slid open and products removed as no tape of seal was there (which was on a Amazon exclusive figure so should have been packaged and sealed with more care). Amazon wants you to bleed money and for employees to just bleed.",1,0
"So war all of my purchases and preorders went fine, and my country is supported. Good enough for me.",5,1
"Terrible customer service from Amazon. I bought a Nadalan Freesat box on Amazon.  It will only pick up a few channels and not  most of the major channels.  I have a different make of Freesat box working in a different room but from the same dish and that works fine so I know the Nadalan box is the issue.  As the item did not work and is functionally virtually useless, I sought to return it.  Every time I attempt to print a return label via the Amazon website, I get an error message and that they were attempting to sort this out.  I called Amazon and they said they would sort this out.  5 days later and the issue persists.  I was told they would e-mail a return label and Amazon have failed to do so.  I received an e-mail saying they would phone back the following day and they did not do so. I can only conclude that they have lost interest and by adopting such a poor and unhelpful stance they hope they will not have to deal with the issue.",1,0
"We are Amazon customers for many years and I can only say that they have the best ever customer service I have ever experienced. And we order a lot! And by that I mean we get packages from Amazon almost daily! Even though sometimes there is a problem, but I always can reach customer service, and they are always friendly and workout my return or issue a refund with no problem at all. Can´t believe the many negative reviews on here. I cannot complain  and love to order at Amazon!",5,1
Good delivery on time nd best price Thankew amazone,5,1
"I am not crazy about Amazon  especially in the near future due to most store fronts closing down. Amazon is the lead reason for this not   Covid 19 or any  pandemic. Just look around at empty malls or more and more  stores closing in all areas. Think about it, aren't you going to miss family events when shopping together  example school shopping, spring break, summer time,  clubbing, vacation shopping, walking, ice cream and at the end of your shopping spree day with your family. Finally dinning in to a nice restaurant  to mingle with your family and friends. Ps. also won't you miss trying on your new  bikini  with your friends?          Pss. I don't know about you, but I LOVE to try before I Buy. Or having this beautiful day shopping with your family. Or you can just sit at home alone in front of your computer and order everything you want, then return it when it wasn't exactly what you wanted or didn't fit  from Amazon.",1,0
"Amazon’s customer service is terrible. I just wanted to change my password because I forgot it and they want me to tell them when my credit card on file expires. That card has been canceled for a year and I no longer have it, so they said I don’t pass the test to change my password and that I have to get a new email address and sign in under a new email - this is ridiculous. They have my email and my phone number and could have sent me something that way but they are of NO help! I asked to speak to a manager and they said there are NO managers in the change password department. I can’t believe a company this large is so useless.",1,0
"Another bad Amazon experienceNo customer service No care at allNo help with my questionNo complaints process Everyone who has experienced bad service should ship elsewhere, it seems the only way we can fight back against their complete lack of care. ",1,0
"i have been in contact with Amazon since the end of November trying to sort out a complaint as they were taking THREE payments of Prime off me a month for nearly four years.I was lied to, accused of lying and had 0 help at all. My Prime payment was taken from my debit card on 28.11.19it was also taken from a Credit Card never used or linked to Amazon.i complained and was told i would receive a refund of £7.99 for four months for the inconvenience.i didn't receive this payment on time. so i complained again. It then came to light i was being charged for Prime three times a month since my account was opened on 05.09.2016. they claimed i opened two accounts with the same email address, postal address and contact number - definitely can't do this. I was told i would receive a refund of 29 months worth of prime (insulting considering i'd paid three times a month for 3 years, however i was so drained by the process and the incompetent staff members i just wanted to call it a day)i only recei",1,0
"I ordered in amazon new airpods. The package arrived in two days. Headphones are new, sealed. Thank you",5,1
"It's just problem after problem after problem with Amazon lately. Some of my deliveries just vanish and are untraceable, terrible customer service, same responses time and time again like you're talking to a robot or a broken record. The delivery drivers never buzz the correct number, when they say sorry the item is late it basically means its vanished and they have no idea where it is, then tell you that you have to wait for roughly another 5 days before you can ask for a refund. There is a reason why people pay for prime and want there deliveries sent the next working day, because they need them for upcoming events or plans etc, but they don't care about you,who they hire or how much they pay there staff. All they care about is taking your money!!! Terrible service, probably one of the worst I know!!!!!",1,0
"Mixed experiences with Amazon overall, but one that outraged me recently that I want to warn of: My one star refers to amazon's sneaky way of making you a - of course paying - amazon prime member without you noticing.I discovered the charge on my credit card and started investigating since I did was not aware having signed up for Amazon Prime. It turns out that when finishing a regular amazon transaction, there is an ""offer"" to sign up for amazon prime. The way it is presented online, with colors, buttons etc. lures you easily into clicking that button. You think you are just confirming your transaction, while you actually signed up for a new service you did not want and that automatically starts charging monthly to your credit card. WATCH OUT!@amazon: very poor conduct",1,0
Have been a loyal customer for years … the drivers lately are rubbish… items say they were delivered and not … I live in a flat today the driver rang the bell I opened the ground floor door and he throws in the parcel… I have 2 kids and could t get down straight away… now the parcel is gone …. If you can’t deliver to the door then don’t be a delivery driver …,1,0
"Great site with outstanding customer service and plenty of products from which to choose.Third-party sellers can also be a bit of a hassle to deal with from time to time. But if you're buying something directly from Amazon, their customer support will go above and beyond to ensure your satisfaction.Occasionally, you'll also come across a product with some reviews that are obviously fake, but Amazon has done a pretty good job of cracking down on that sort of thing.",4,1
"0 stars but I can't post this so I am forced to give them 1 star! They push sellers that lie, cut corners, no customer service, no support, nothing!!They care about 1 thing MONEY!!!Amazon is lied to meAmazon never cared about the customerAmazon tells me to change a review why???DO NOT buy here!",1,0
"Order items which never daliver, but in dalivarry updates they are telling it has been dalivered. Contacted co care service they are telling me it's never been dalivered. They told to cancel the order, n giving the reason the because of waither condition, I do not find any bad weather in my area, next item I ordered which also never been delivered, when I ask them to talk there maneger, they are putting any person front as a maneger, whatever I spoke to the person and he promised me it will dalivarry today, but never been dalivered, again today I called them and asked yesterday I talk to there maneger, but co care representative says himself there is no maneger, whom you speak to, and even they are telling we don't have any communication records. So In my ideal Amazon is doing fraud with the people, who is ordering items but they never get naither been dalivered. They are using people money to there business.. Explaing how it is, spouse you order something and waiting for the dalivarry",1,0
"They listen, understand and truly try to help. Great workers!",5,1
"Honestly, I had purchased on Amazon before and I never had problems with any of my orders. But recently, I decided to purchase shoes on Amazon and I had the most stressful experience. When I ordered my shoes, I kept tracking it and everything was going well and I liked how Amazon always tells you when your shipment will arrive. On the day my shipment was suppose to arrive, i checked my tracking information and it said it was being sent back to seller with no explanation. When I reached out to the seller he explained to me he didn't know why either and that id receive a refud. I was very annoyed and confused but I gave amazon another chance because like I said before, I have had good experiences with Amazon. So I decided to just purchase the same shoes from another seller on Amazon and when I did everything was going well until on the day the shipment was suppose to arrive AGAIN. On this day, I logged on to check my tracking info and it said UPS was unable to deliver my package. I conta",2,0
"Amazon deserves negative stars.  I have (had) been a customer for DECADES.  Today I had my credit card information stolen.  Someone used my credit card that is tied to my bank account to place several online orders with various vendors.  I contacted three of them to report the issue, after I contacted the bank that issues my credit card.  All three vendors immediately stopped payment on the fraudulent orders and assured me that my bank account would be reimbursed within 48 hours.  However, when I contacted Amazon Customer Support to report fraudulent use of my credit card, this is what I encountered:  (1) Asked for last 4 digits of credit card used; (2) name on card; (3) date and amount of charge - I provided all of this information.  Support indicates that yes my card was used for that amount on the date provided, but the name on the account was different, and that I had to provide any ""guesses"" as to the name that was used on the account.  Seriously, take a guess.  Hello, you are ask",1,0
Review text not found,1,0
"Had good experience with Amazon. I told them item was delayed, they immediately compensated me by refunded me the shipping me without asking any question, lol. Great.",5,1
"I've had cause to return one or two items to Amazon or related partners recently, they have always handled the situation well and showed a decent attitude to customer service.",4,1
Now amazon trying rob your money never got refund when dispute they lie thay i dont return now i  am providing tracking to bank stop buying from them now waiting someone to come over this company its not like before now its sucks they charging me every month by mistake and i need to call them and they just said sorry system error fk thm,1,0
"How is this fair Amazon that you send me the wrong mattress, and instead of  trying to put things right, you send unhelpful collection men who refuse to carry it, and then don't process the refund. It's been 7 days now since they collected the mattress and the refund is still nowehere to be seen. I placed the order 2 weeks ago and I'm sleeping on the sofa because of you as I can't afford buying another mattress until you process the refund.How is this fair?",1,0
"Over-all I have had good service from Amazon. Prompt Delivery,   Refund on a faulty return,etc",4,1
Can't fix their sms delivery system and blame it on my operator. 1 star company. Hiring people from overseas with broken English for customer service to save on costs while claiming customer satisfaction being their number one priority. Stay away.,1,0
"Bought some new led h11 bulbs, fast and smooth",5,1
"I used to like Amazon a lot, in their early years they couldn't be beat because of their quality of service, but things have really changed in my opinion, and they keep getting worse.For the 3rd time this year I've had an order get delayed.  I understand that that's part of mail-ordering... but there's always somethings that are ""hinky"" about the delays. For instance, I received a confirmation 20 hours ago that the items had just shipped and that I could expect them today. Just now, I received a delay notice that it ""should"" arrive in 5 days. (How did it get delayed overnight?) And the other delays were similarly nonsensical.I've worked in shipping & receiving positions a lot, in my career days, so I get that odd things can happen, in fact odd can be rather normal in the ""business"". So, I'm unconvinced that the reasons behind any of my recent delayed shipments were the ""normal sort of odd"".The thing with Amazon and their sellers is that there's a rather long waiting period when an item",1,0
How can someone not love amazon?Maybe too stupid to get the most out of it?,5,1
I love amazon. They have made my life so much easier. I'm a busy mom and I never have time to shop. So its amazing that I can do all my shopping online.,4,1
"Clearly, Amazon plays a role in our online shopping experience and drives competition. However, Amazon/Prime, their customer service and the management of their vendors has failed dramatically.They are no longer reputable, they fire employees for speaking up and standing up, and they do not live up to the promised core values.Prime is not a deal at all when you are promised nest day and get items 2 weeks later.",2,0
Review text not found,5,1
I mostly buy from Amazon. Excellent return policy and problem resolution.,5,1
Customer service used to be good. Lately has been awful!,1,0
I bought a book set from Amazon. It was advertised as brand new. The bottom of the case had been ripped off and sellotaped back together. I'm expected to carry 3 heavy books to the post office and wait 2 weeks for a refund. How on earth did they not notice the damage? It's a collectors set that I paid £60 for. I don't expect it to be held together with sellotape. I posted a negative review and shockingly it just disappeared into the void. It's probably with Sithis now along with their other negative reviews.,1,0
Let this be a lesson. Amazon allowed a customer to put Two Bank of America Visa Debit cards on my account. 18 orders were placed and sent to my address. Not one customer service would listen to me and I tried to refuse the shipment. The next day it landed on my deck. BOA doesn't have me in the system but they say my name is on the BOA Debit card and I owe the money. These were not on my orders but transactions. Make sure you look at what cards they are putting in your account. They can add and take them out.,2,0
I love all the servicez we get from Amazon. From prime 1 day to prime video to even grocery delivery now. What couldn't you love? I don't necessarily agree with all their business practices but I love my 1 day shipping.,5,1
Review text not found,5,1
Review text not found,4,1
"ordered a lens filter from amazon.com, first time they send me a much cheaper wrong filter and wanted me to pay for returning the item. After much hassle I got my money back. I reordered and got an empty casing, no filter at all! I contacted amazon and they would not refund; said they we going to investigate and I had to contact them again.No service at all, even though I got scammed. I reluctantly did. They said they investigated and wouldn't refund. I told them again I gave a video opening the sealed envelope package and finding the empty case. I taped it because the weight of the package felt off. They don't care. Basically amazon scammed me and left it my problem to raise with my credit card company.",1,0
"While they obviously have questionable business behaviour, & in a lot of cases actually cruel working conditions, I've understood (like many of us) that convenience is king & I have chosen this over paying more for items, waiting longer for & paying extra for deliveries elsewhere. I had hoped that some that corporate body would keep them in check. Futile hope I guess but it's not the consumer's responsibility to organise & sacrifice themselves & their accounts for this. But I draw the line at such insanely poor customer service. I'm not sure when it died but the customer service in this place has been murdered. I've spoken to 5 different agents today on their live chat - over a span of 12 hours - to figure out & sort a seemingly innocuous issue; they create random accounts for each of your devices. I've been promised that a specialist would call me back 4 times & each time, I've been left waiting with no such call coming my way. At a certain point, being 'happy to help' is the most fac",2,0
Cancelled the today. I'll just stick with going out to the store. They got me on this issue but never again.,1,0
"Don't like that they try to sneak in ways to get you to subscribe to Amazon prime,  Super annoying. Just let me order without that nonsense",1,0
Good site - always get what I order. Customer serice could be a bit better,4,1
"I am a regular customer of Amazon,and very satisfied with service.",4,1
"i'm young and in love with their service and what i can buy online, its always good!",4,1
Review text not found,1,0
Although I clicked that I didn't not want to join 'Prime' I was nevertheless given a 'free trial' at checkout and no other option if I wanted the item. This is throughly manipulative and surely not legal?,1,0
amazon prime is awesome. well worth the price,5,1
"Absolutely the most shocking company to ever deal with! Someone has been using my card to make purchases on their account only found out due to a bank statement, I called them up to have my card details removed to then be told we can not remove your card details on another person account due to data protection act !!! It’s my card where is my data protection?? Absolutely stupid uneducated people working behind the scenes at Amazon and to allow one of their customers to continue to use my card is outrageous!!! I’ve had to block the card so that no more transaction come from this card but for Amazon not to remove my card is a joke it’s my card and they have breached my data protection due to me making them aware of this fraud and for their manager to do sweet FA!!!!",1,0
I have no Idea how anybody has given amazon less than 5 stars. I have never had a problem with amazon. They even refunded me for a Vape I had used and stored away for months because I had broken it. AMAZING COMPANY IN EVERY WAY,5,1
Can't even  sign  in keep selling codes absolutely  useless  bye amazon  eBay 1000  Better useless,1,0
"Always great service, even when things go wrong they fix the problem",5,1
"Fast shipping, competitive prices. Returns are simple and hassle free",5,1
prime shipping is awesome and very good when you need something quick,5,1
"Hi recently i have order Mi 7 Pro mobile in Amazon by online payment cash. They told your mobile will delivery with in 2 days. But i never receive i wait for 1 week, but no more responses. Dear friends please once your product get then and pay cash on delivery.Plz avoid online payment in Amazon",1,0
Absolutely disgusting treatment from Amazon. Not helpful and inconsiderate staff and management.Couldn't get into my account as old phone number attached so I rang them as I needed to place an order for my daughters birthday. I sat customer services giving details etc I managed to get into my account and update everything. All was fine. I ordered my daughters birthday gifts which would of arrived a day before her birthday. The next morning I get a message to say they have cancelled my order but took my money and put my account on hold as it was suspicious activity. !!!??? How? I literally just went through everything on the phone with the team with all my personal details and security checks.So I ring them and they are rude and unhelpful saying the account is locked and they can't get into it. No one can. So I loose my money for God knows how long that's IF I get it back and my daughter looses out on her items she was really excited about. It's just extremely difficult and a waste of t,1,0
"What a complete shower. A useless company.Ordered goods, got emailed they had been delivered, but hey, they were not there. Tried to contact Amazon to resolve the issue. The phone lines were not working and online chat required the app which, for some reason, did not recognise the password I use to sign in.So now I am left with no goods and no means to rectify the issue.Mr Bezos, stop taking Star Trek actors Into sub orbit space flight and instead spend the money on your company infrastructure. This evening I have no goods, no means to contact anyone and your company have wasted hours of my time. My time and money may not be significant to you , but it is to me. This is the last time I use Amazon.",1,0
"My account was hacked. Customer service now based out of the country are useless. They just block you at every turn with try this weblink and trying to get a uk customer service telephone number, don't even try. How difficult is it for a global company to unlock a hacked account? You read all this rubbish about we care about your security, we are here to help don't make me laugh. I'm a week into trying to get my account unlocked and still no further forward and I had just renewed prime for a year and they just want me to set up a new account and pay again, I don't think so. This is the worst customer service I've come across they should be ashamed.",1,0
"i am a prime customer which means i get all my orders next day as long as i pick prime, never failed me yet from cds,bluerays, coffee,shoes trainers, clothing,pc products.
Always the best price and car spares brake pads etc tools its all there as long as you can wait next day.",5,1
It is very good platform for costumers and their choices everything had a good people visiting more and more,5,1
"Love amazon. Their shipping for prime speed has gone down but it still is a business I always use for buying stuff.  They also have great rewards from credit card, which always helps .",4,1
I have never had any problems with Amazon. My orders are always on time with me.,5,1
Amazon.com's Prime is a valuable asset to my home and business. I can sometimes find pricing on Prime that I can't in the wholesale marketplace. 2nd day air shipping on this items makes their value unbeatable for certain things. I am all about convenience and great service!,5,1
best service and products around,5,1
"While not perfect and with a design that is looking a bit out of date, Amazon is still my preferred source for online shopping.  When dealing with Amazon directly, shopping is quick and efficient with easy returns.  Purchases thru the Marketplace vendors can still be a bit hit or miss so I hope they find better solutions for that in the future.",4,1
I placed an order in November 2019 that I was charged for over £500It was about a week before I got a delivery date window. On the final day of the delivery window amazon emailed a new dateI then went through and got written confirmation that the order would be delivered on 17th December. Then within the same hour of confirmation the delivery window changed this cycle continued I did get written confirmation that the order was cancelled from amazon but still no refundLot of lies being told and have lost all trust and confidence in amazonEvery customer service send you in circles with bad information and tell you the order will be delivered etc again and again but still no refund,1,0
Great service and always on time,5,1
"This used to be 5 star, and I still use Amazon for almost everything. But it seems that Amazon is getting harder to work with, the prices are going up, and I am concerned about my privacy with them.",4,1
I purchased an item for next day delivery and payed extra for it. I then received a message to say it would not be delivered on time and it would be delivered the next day. I contacted Amazon and there automated system told me it would be delivered two days late. I asked for a refund on my delivery fee as it was not next day and was told it can not be refunded until I receive the item. I asked to cancel the order and was told I couldn't. There customer service don't care and they like to hold on to your money for no reason. I spend a lot of money with Amazon as I am starting up a gaming pc company. I will be purchasing my components from somewhere else from now on.Just to update the item was delivered today on 27/09/24 so I contacted Amazon who told me the item had not been delivered even though I had it in my hand so they could not issue a return or refund. This is fraudulent behaviour from a massive company.,1,0
I LOVE MY PURCHASES WITH AMAZON.COM ... PRIME IS THE BEST FOR FAST SHIPPING AND DATES. THE PRODUCTS ARE PACKAGED JUST RIGHT!!! THANKS AMAZON.COM,5,1
Eveything that I have ordered from Amazon has been great.  The company makes returns easy and will continue to shop with them.,5,1
Delivery is scandalous ! the driver today left the packages on the street at the front door. Did not ring the bell and I only knew that a delivery had taken place because of an email. The packages could have been stolen. This has happened in adjacent flats .,1,0
"I used Amazon to buy books many years ago, never have any problem.  But when I start buying electronics from them, I have to find out the hard way that if it malfunction after one month while under warranty, Amazon don't care.  Go deal with the manufacturer yourself.  
Recently I also start to sell on Amazon because of eBay fee hike, but it is quite a disappointment.  If you think 10% fee on eBay is bad, Amazon charges 15% plus 99cent per item if you don't fork out 40 buck a month for pro account, plus another $1.35 each if it is 'Media products'.  That's 26.7% for a 20 buck DVD!  Plus all the illiterate, ignorant, or downright retarded customers I came across on Amazon which I've never seen on eBay for the past 12 years.  But since they're there, I priced all my Amazon listings 15 to 50% more than my eBay listing to justify the hassle.
Listing items on Amazon is also a beetch.  If your product doesn't have UPC or EAN, you will have to buy one or steal one from a soup can.
Another note",1,0
"Amazon are inherently dishonest, I made a complaint re goods ordered not to specification, Upon looking at reviews I saw vendor had 12% 1 star reviews including mine. I looked this up again and Amazon had removed the bad reviews and vendor suddenly had 100% feedback. Again Amazon are dishonest.. whilst acknowledging my complaint they had done  diddly squat. Perhaps now time to do a credit card chargeback.",1,0
"Ok I am a prime member ""maybe not for long"" i placed a last week 7/7/19. I was supposed receive 2 of my products on the 10th and 1 between the 10th and 12th. I was surprised when i received that order ahead of the other 2. The package was damaged and the product didnt preform like i thought it would have none the less that could have been me expecting more from the product. Anyway the other 2 products i still haven't received and today is 7/15/19 so i text customer service to tell them about it and how i was a dissatisfied prime member and all he wanted to due was cancel my order and refund me my money. When explained that i needed these items and i didn't want to refund because that would ultimately delay me even longer. He just said pretty much i am just like many other prime members that pay for a service witch made feel unappreciated and like a number worst customer service ever. So told him i would call later when i had time. So i called explained to customer service again and tol",1,0
"I received several late packages during the holiday season, and Amazon credited me $5/package which was good customer service. However, I did receive a PS4 game that was clearly a return - the plastic was off the game and part of the game case was cracked off.",4,1
Amazon never fails for me always has what i'm looking for at the cheapest price :),5,1
Zero customer service they don’t care about customers,1,0
"If I could give it 0 stars, I would!",2,0
"I've been ordering from Amazon for a few years, very very regularly.  While I have had a few issues with orders, I've never had a bad experience with the company, customer service, or any third-party affiliates.  The few issues I've ran into have been handled extremely fast and efficiently by customer service representatives, and I've never had to call back for the same issue.No other company offers as much to its customers as Amazon does.",5,1
"My wife and I have used Amazon severel times and always find books that are cheaper than the shops, no hassel when ordering, and no problems when delivery is made. We would both recomende them",5,1
Review text not found,5,1
Item turned up with bits missing. Amazon have done nothing to contact me or send the missing item.,1,0
"They are terrible. Why do you ask me to sign up for a prime free trial, charge me money for said “free trial” and then not keep up with the expected time of package delivery. The whole reason I got the free trial was so that I could get package that day earlier however it didn’t come and getting the free trial was a waste. A terrible company, terrible to their employees, and don’t give a crap about the customers. Money grubbing old people who pollute the environment on a monumental scale",1,0
Best for goods delivery and transportation ,5,1
great company and good returns and easy to deal with,5,1
"The Chat customer support is teeeeeerrible. Doesnt matter who you talk and to what problem you are trying to resolve, they dont know anything, dont understand and you cant even add a print screen.Its reaaallly terrible service.",1,0
I have happily cut Amazon out of my life entirely.  I do not purchase anything for my business or home from them due to their  awful customer service when I was a paying Prime customer.  The csr's I have spoken to were not helpful and did not attempt to solve the two problems I have ever had to call about.   Both times I have called were about Amazon sold and fulfilled products that were faulty or defective and cost less than $20 each.   They only would say it was my problem and that I should get in touch with the manufacturer and that Amazon would do nothing and would not provide any assistance in getting product replaced.,2,0
i ordered goods using amazon prime  less  than 15 hours i just got it fantastic service highly recommend amazon prime,5,1
"Amazon do not care about customers at all. Items arrived damaged, parts missing, in a generic opened box. Zero customer service. Appalling, abhorrent company.",1,0
"Amazon has so many products on offer online it is quite unbelievable. I often do research into products on google and then check to see if Amazon has it cheaper which to be honest very often is the case. Also the service is brilliant and I have never had to wait for a product long (unless clearly stated). The fact that you can also get nectar points is brilliant for me as well as I am a enthousiastic collecter. Anyway, brilliant company. 
 Although......I am quite aware that other, smaller companies are probably going under because amazon can and does tend offer it cheaper than they can.",5,1
"After literally having hundreds  and hundreds of packages delivered by amazon.I received some funky text requesting more address information, with no contact information and nothing stating if it was UPS or Fedex. I called customer service only to get transferred 3 times to 3 different agents and had to repeat my issue and details 3 times. I was told the mapping was not showing address or who knows. But they were trying to reach the driver and I won't ever know because they hung up on me. Then I looked online and it showed as undeliverable. Amazon's customer service needs some MAJOR improvement. I will not be renewing my prime membership as they have gottern very poor with handling customers lately. I have no idea of my order status or if I will get it and when. But I'm sure if I request a refund I will end up waiting till next week before getting my money back!",1,0
Only one star because of sh... Prime. they tray push everyone to bay it,1,0
I have had many problems over the month with Amazon. I have left notes and make phone calls talking to customer service and leaving specific instructions for delivery that are never listened to. I had one package that was supposed to be delivered yesterday that was late and even though they have been told over and over not to deliver on Sundays they tried anyway again. A package that was supposed to be delivered today was sent from my facility 40 miles from me in Ohio this morning to San Antonio Texas and now it will be two days late,1,0
"Now they advertise porn when you log in, people kissing ewtc. I don't want to see that, you show that to your mother not me, I just want to buy chinese plastic",1,0
"Amazon are facilitating sellers cashing in on Covid-19.  I have been purchasing from Amazon from years, but am very disappointed how they are not regulating prices for items for health and wellbeing.Bottles of Hand sanitizer that are worth £1 each selling for £25.00 for 5.  Latex and Nitrile Gloves being priced at 2-3 times their usual value.These are not luxury goods Amazon but essential items to keep people safe and healthy!",1,0
"Not only do I get free shipping with my membership but it's fast delivery. Also, with my membership I get Amazon video & Amazon music. What else could I want. They should start selling vacations 👍",5,1
I have ordered allsorts of items from Amazon and have always had a good service with no problems at all,5,1
"This is not a review for the firestick itself, but the handling of my order for two.  I returned them using the exact same package they arrived in, however Amazon had only refunded me for one and they apparently have no idea of what to do now.  I have been transferred multiple times and hung up on, though he did call back and remained as clueless as earlier.  I was transferred one last time to someone else who didn't understand why he received the call and then he promptly hung up on me.  And all I was doing was trying to understand why I was not refunded for both devices since they were back in their warehouse simultaneously.  Again I realize this is not a review of the firesticks themselves, but there was no place to send feedback on the performance of their ""keystone cops"" customer service.Thank you.",1,0
Saves bank details on their website and can easly take more money from your card without you knowing it.,1,0
Love it my bf from US sent me a gift from AMAZON and I like theyre service,4,1
"Very bad experience,  I don't advice any person to buy from them, they make me very disappointed with my order, getting too much late, when I called them to verify, they shown careless like they don't care and asked me to check with courier. Very bad service ,I'm very disappointed and not happy. They give me too much tension and I was shaking about my order. Now my order shown shipped but running late. I dont know when i will receive my order.... ..this is my last order ever. ",1,0
Review text not found,4,1
"Used to never have an issue with Amazon and even get great customer service the few times I needed it over a total of 600+ orders. During the first 500 order, I've returned something 3 times.However, lately it has been issue after issue.- For the first after hundreds of orders I've received the wrong item ... and haven't seen my refund after more than 3 months while the status is ""Return received, We will process your refund in 2-3 days..."".- Received a ""new"" pair of underwear that was completely stained ...- Bought a computer mouse that already failed after using it for 9 months (normal usage). So I submitted a negative review ... that didn't get published despite not having broken any review rules. It was a product with a very high sales volume thus it appears like Amazon was trying to fend out negative reviews for its cash cow, despite the issue with the mouse apparently having been a common issue... This caused me to not try to get a refund because I felt like Amazon was brushing i",1,0
"Was a very good site until the recent 18+ verification policy was bought in and now if you order anything that is 18+ you will have to wait in all day to receive your package so you can provide id( identification for a parcel, have you lost your minds?! ) completely defeats the object of having prime as parcels are delayed due to this issue .I will not be buying another 18+ item from amazon and will be reducing my usage of it due to this issue . There is no need to provide Identification as I have ordered the item from my account which I pay for myself , and the package is addressed to me no one else therefore it is my responsibility not Amazon’s .... what a shamblesAlso a side note . Amazons customer service is appalling the staff are not helpful and quite frankly don’t care and the lack of English speaking staff just says it all . The amazon system is down and now and I am unable to even contact amazon about my account ..... what is going on !!!!!!",2,0
Items I purchased were as described and quick delivery too,4,1
"jeff bezos is running the scam of the century.he takes adavantage of the working class.I ordered a laptop battery..and they tried to deliver it AT 8 PM AT NIGHT.to my BUSINESS ADDRESS,after I notifed customer service and said it would be delivered the next day.later that same day I logged into my amazon acct.and it was listed as delivery unavailable...a refund will be issued in 48 HOURS.BOYCOT AMAZON,,THEY ARE MAKING MILLIONS OF DOLLARS OFF THE BACKS OF HARD WORKING PEOPLE.",1,0
Review text not found,1,0
"I have noticed over the year the quality of products  being sold on Amazon has gone down dramatically. Really disappointed as I use to use them a lot ,but if I cant trust the quality of the products being sold on the platform its time to look else where .",2,0
"The last 3 things I ordered were not delivered.The said one order was lost but refused to refund my order until is was found - that was 3 weeks ago.The other was supposed to have been delivered and was not. I am owed my money back but as I cannot get through to a human, I doubt that will happen.When you try to get through to a real person - they automatically just hang up.Do not use them!!!",1,0
"Amazon Prime has been well worth the money and has made shopping an even easier, one stop experience.  Definitely recommend.",4,1
"Soo many products, good shopping experience, very fast delivery.",5,1
Been a prime membership customer for over two years but have now stopped using Amazon their customer service is so bad not deserving 1 star fail to deliver on time then slow to refund when delivery fails. Now I shop elsewhere and suggest more people do the same then Amazon might take notice,1,0
